설치장소명,시도명,시군구명,소재지도로명주소,소재지지번주소,위도,경도,세부위치,관리기관명,관리기관전화번호,데이터기준일자
아빠약국,경기도,평택시,경기도 평택시 평택4로 69-1 (비전동),경기도 평택시 비전2동 751번지 7호,36.99417801,127.1013091,약국 내부,경기도 평택시청 평택보건소,031-8024-4342,2024-06-30
시장약국,경기도,평택시,"경기도 평택시 통복로 43, 1층 (통복동)",경기도 평택시 통복동 100번지 5호,36.99599382,127.0830204,약국 내부,경기도 평택시청 평택보건소,031-8024-4342,2024-06-30
경기약국,경기도,평택시,경기도 평택시 중앙로 21-1 (통복동),경기도 평택시 통복동 85번지 27호,36.99526697,127.0857591,약국 내부,경기도 평택시청 평택보건소,031-8024-4342,2024-06-30
다나약국,경기도,평택시,경기도 평택시 중앙로 148 (합정동),경기도 평택시 합정동 757번지 4호,36.99230679,127.0993426,약국 내부,경기도 평택시청 평택보건소,031-8024-4342,2024-06-30
신진약국,경기도,평택시,경기도 평택시 팽성읍 안정로39번길 32,경기도 평택시 팽성읍 안정리 37번지 26호,36.96110695,127.0469989,약국 내부,경기도 평택시청 평택보건소,031-8024-4342,2024-06-30
한일약국,경기도,평택시,경기도 평택시 평택2로 34 (평택동),경기도 평택시 평택동 39번지 6호,36.99368615,127.0899571,약국 내부,경기도 평택시청 평택보건소,031-8024-4342,2024-06-30
우리약국,경기도,평택시,경기도 평택시 평택1로 41 (통복동),경기도 평택시 통복동 83-7,36.99569578,127.0876189,약국 내부,경기도 평택시청 평택보건소,031-8024-4342,2024-06-30
바다약국,경기도,평택시,경기도 평택시 평택로 41 (평택동),경기도 평택시 평택동 55번지 3호,36.9910786,127.0871796,약국 내부,경기도 평택시청 평택보건소,031-8024-4342,2024-06-30
민중약국,경기도,평택시,경기도 평택시 평택로 102 (통복동),경기도 평택시 통복동 98-5,36.99588023,127.0834824,약국 내부,경기도 평택시청 평택보건소,031-8024-4342,2024-06-30
평택보건소,경기도,평택시,경기도 평택시 평택5로 56,경기도 평택시 평택5로 56,36.99093229,127.1118845,C동 1층,경기도 평택시청 평택보건소,031-8024-4342,2024-06-30
팽성보건지소,경기도,평택시,경기도 평택시 팽성읍 팽성남산4길 6,경기도 평택시 팽성읍 남산리 산 59번지,36.9576472,127.0595285,건물 내부,경기도 평택시청 평택보건소,031-8024-4342,2024-06-30
팽성원정보건진료소,경기도,평택시,경기도 평택시 팽성읍 팽성북로 29,,36.9739506,127.0428182,건물 내부,경기도 평택시청 평택보건소,031-8024-4342,2024-06-30
두정리보건진료소,경기도,평택시,경기도 평택시 팽성읍 두정길 53,경기도 평택시 팽성읍 두정길 53,36.94486065,127.0260157,건물 내부,경기도 평택시청 평택보건소,031-8024-4342,2024-06-30
팽성읍행정복지센터,경기도,평택시,경기도 평택시 팽성읍 동서촌로 89,경기도 평택시 팽성읍 객사리 170-2,36.96517592,127.0623446,건물 내부,경기도 평택시청 평택보건소,031-8024-4342,2024-06-30
신평동행정복지센터,경기도,평택시,경기도 평택시 평택3로 9,경기도 평택시 합정동 832,36.99003912,127.0926516,건물 내부,경기도 평택시청 평택보건소,031-8024-4342,2024-06-30
원평동행정복지센터,경기도,평택시,경기도 평택시 원평2로 9,경기도 평택시 통복동 172-6,36.98927888,127.0804947,건물 내부,경기도 평택시청 평택보건소,031-8024-4342,2024-06-30
통복동행정복지센터,경기도,평택시,경기도 평택시 통복시장로48번길 41,경기도 평택시 통복동 541,37.00079358,127.0872772,건물 내부,경기도 평택시청 평택보건소,031-8024-4342,2024-06-30
비전1동행정복지센터,경기도,평택시,경기도 평택시 비전2로 330,경기도 평택시 죽백동 724,37.01093971,127.1121803,건물 내부,경기도 평택시청 평택보건소,031-8024-4342,2024-06-30
비전2동행정복지센터,경기도,평택시,경기도 평택시 중앙로 261,경기도 평택시 비전동 849,36.99030955,127.1117569,건물 내부,경기도 평택시청 평택보건소,031-8024-4342,2024-06-30
세교동행정복지센터,경기도,평택시,경기도 평택시 평택로 149,경기도 평택시 신대동 112-15,36.99873322,127.0795159,건물 내부,경기도 평택시청 평택보건소,031-8024-4342,2024-06-30
용이동행정복시젠터,경기도,평택시,"경기도 평택시 현촌5길 5-19, 예솔빌딩 2층","경기도 평택시 용이동 597-11, 예솔빌딩 2층",36.99757262,127.1337265,센터 안,경기도 평택시청 평택보건소,031-8024-4342,2024-06-30
동삭동행정복지센터,경기도,평택시,경기도 평택시 상서재로2길 56-10,경기도 평택시 동삭동 849-2,37.01522653,127.1034327,센터 안,경기도 평택시청 평택보건소,031-8024-4342,2024-06-30
평택시청 민원실,경기도,평택시,경기도 평택시 경기대로 245,경기도 평택시 비전동 846,36.99228899,127.112554,민원실 안,경기도 평택시청 평택보건소,031-8024-4342,2024-06-30
